CODE,ZONE,STATE,TOWN,PROVIDER,ADDRESS,CAT,PLAN,SPECIALTY
7000741,NORTH WEST,KADUNA,KADUNA,JICON HOSPITAL&SPECIALIST CLINIC,"4, DANWAIRE STREET KADUNA",D,PLUS & HIGHER,GENERAL MEDICINE
7000305,NORTH WEST,KADUNA,KADUNA,JOWAKO SPECIALIST HOSPITAL,F 15 JOS RD,B,MAX & HIGHER,GENERAL MEDICINE
90128130,NORTH WEST,KADUNA,KADUNA,KABALA HOSPITAL,F1AMARKET ROAD KABALA DOKI,D,PLUS & HIGHER,GENERAL MEDICINE
90128356,NORTH WEST,KADUNA,KADUNA,KAKAKI HOSPITAL LIMITED,"NO. 6, FATE ALU ROAD, HAYIN DOGO, NEW G.R.A, RIGACHIKUN, KADUNA",D,PLUS & HIGHER,GENERAL MEDICINE
,NORTH WEST,KADUNA,KADUNA SOUTH,K-MEDICS DIAGNOSTICS ,NO.26 DANWAIRE STREET OFF ALIYU MAKAMA ROAD BARNAWA,D,PLUS & HIGHER,DIAGNOSTICS
7000312,NORTH WEST,KADUNA,ZAIRE,LADIYA HOSPITAL,64 BENIN STREET S/G ZAIRA,E,PLUS MINI,GENERAL MEDICINE
7000120,NORTH WEST,KADUNA,KAKURI,MANEKS HOSPITAL,"A1, BLOCK 5, MAKERA RD",E,PLUS MINI,GENERAL MEDICINE
6000117,NORTH WEST,KADUNA,KAKURI,MAYFAIR CLINIC,"8 CRESCENT ROAD, KAKURI, ZARIA",D,PLUS & HIGHER,GENERAL MEDICINE
7000829,NORTH WEST,KADUNA,KADUNA,MENDS HOSPITAL,"5 ABBA KYARI CLOSE, KADUNA",D,PLUS & HIGHER,GENERAL MEDICINE
6800071,NORTH WEST,KADUNA,KADUNA,MONARCH SPECIALIST HOSPITAL,13 RIBADU ROAD UNGWA RIMI KADUNA,D,PLUS & HIGHER,GENERAL MEDICINE
6800045,NORTH WEST,KADUNA,KADUNA,MOUNT HOREB SPECIALIST HOSPITAL,FORCE ROAD KADUNA,C,PRO & HIGHER,GENERAL MEDICINE
4000120,NORTH WEST,KADUNA,KADUNA,NASARA SPECIALIST HOSPITAL                                 ,"NO 1 AREA D, ILORIN RD, MARAFA ESTATE, KADUNA",D,PLUS & HIGHER,GENERAL MEDICINE
7000129,NORTH WEST,KADUNA,KAFANCHAN,NEW ERA HOSPITAL & MATERNITY,"13, FUNTUA STREET",D,PLUS & HIGHER,GENERAL MEDICINE
7000136,NORTH WEST,KADUNA,KADUNA,OXFORD HOSPITAL,"38 AIRFORCE - SAMARU ROAD, OFF MAKERA ROAD",E,PLUS MINI,GENERAL MEDICINE
90128357,NORTH WEST,KADUNA,KADUNA,PRIME SPECIALIST HOSPITAL,AZ 16 BAKORI ROAD,D,PLUS & HIGHER,GENERAL MEDICINE
7000866,NORTH WEST,KADUNA,KADUNA SOUTH,RAPHA SPECIALIST HOSPITAL LTD,PLOT 32 GONGOLA ROAD BARNAWA GRA CHALAWA CRESCENT KADUNA SOUTH,C,PRO & HIGHER,GENERAL MEDICINE
90129065,NORTH WEST,KADUNA,KADUNA,RESTORATION HOSPITAL,"AL.1, WUSHISHI ROAD, BY LAGOS STREET, KADUNA",D,PLUS & HIGHER,GENERAL MEDICINE
90129392,NORTH WEST,KADUNA,CHIKUN,ROTMOS SAVANNA HOSPITAL & MATERNITY,NO.3 MAIKOSHI STREET OFF AUTA JAGABA ROAD ROMI KADUNA,D,PLUS & HIGHER,
7000645,NORTH WEST,KADUNA,ZARIA,SALAMA INFIRMARY HOSPITAL AND MATERNITY,"SOKOTO RD, KWANGLA",D,PLUS & HIGHER,GENERAL MEDICINE
90128651,NORTH WEST,KADUNA,KADUNA,SALEM MEDICAL CENTRE KADUNA,"1 THRONEROOM ROAD,KADUNA",D,PLUS & HIGHER,GENERAL MEDICINE
7000647,NORTH WEST,KADUNA,KADUNA,SALVATION HOSPITAL KADUNA,"20 MEYERE ROAD, BARNAWA, KADUNA",C,PRO & HIGHER,GENERAL MEDICINE
90128708,NORTH WEST,KADUNA,KADUNA NORTH,SAVARO SPECIALIST HOSPITAL,"NO3, GORA ROAD OFF JABI ROAD EAST ANGWAN RIMI, KADUNA",D,PLUS & HIGHER,GENERAL MEDICINE
6800093,NORTH WEST,KADUNA,KADUNA,SEFA SPECIALIST HOSPITAL,"3, COLLEGE RD",E,PLUS MINI,GENERAL MEDICINE
7000396,NORTH WEST,KADUNA,KADUNA SOUTH,ST GERARDS CATHOLIC HOSPITAL,UBA KACHIA ROAD BRANCH KADUNAA SOUTH,E,PLUS MINI,GENERAL MEDICINE
3500010,NORTH WEST,KADUNA,KADUNA NORTH,"SYNLAB 9 CONSTITUTION ROAD, KADUNA","9 CONSTITUTION ROAD, KADUNA",B,MAX & HIGHER,LABORATORY
4000107,NORTH WEST,KADUNA,KADUNA NORTH,THELISH EYE CENTRE,138 LAFIYA ROAD OFF INDEPENDENCE WAY BEHIND BARAU DIKKO HOSPITAL,D,PLUS & HIGHER,OPTICAL
45028050,NORTH WEST,KADUNA,KADUNA,TOPAZ DENTAL CLINIC,"PLOT 47, RIBADU ROAD, DOCTORS QUARTERS TOWARDS GAMJI GATE",B,MAX & HIGHER,DENTAL
90129052,NORTH WEST,KADUNA,CHIKUN,VIRTUAL HOSPITAL,PLOT 1B KAFAYAWA STREET SABO CLOSE TO CHICKEN REPUBLIC,D,PLUS & HIGHER,GENERAL MEDICINE
90128207,NORTH WEST,KADUNA,NAYARI,WILBASUN HOSPITAL & MATERNITY,"NO. MB28 MASSALLACI ROAD, NARAYI",D,PLUS & HIGHER,GENERAL MEDICINE
90128359,NORTH WEST,KANO,KANO,ABDULLAHI WASE SPECIALIST HOSPITAL,,D,PLUS & HIGHER,GENERAL MEDICINE
91228032,NORTH WEST,KANO,KANO,AL-BASAR INTERNATIONAL FOUNDATION TRUST (MSEH),"5/11, NNDDC QUARTERS, B.U.K. ROAD, KANO.",B,MAX & HIGHER,OPTICAL
90128092,NORTH WEST,KANO,KANO,AMISAL DENTAL CARE,NO  41B HADEJIA ROAD,C,PRO & HIGHER,DENTAL
,NORTH WEST,KANO,KANO,A-RAZAQ CLINIC AND MATERNITY ,"ABDULRAZAQ STREET, DARNAMAWA PRIMARY, TARAUNI LGA, KANO STATE",D,PLUS & HIGHER,GENERAL MEDICINE
90128077,NORTH WEST,KANO,KANO,ASIBITIN CLINIC AND MATERNITY LTD,"149 DAURAWA QUARTERS, MAIDUGURI ROAD, TAURANI",D,PLUS & HIGHER,GENERAL MEDICINE
90128159,NORTH WEST,KANO,KANO,ASYMCO HEALTH AND PHARMACY ," ZC 8, KUNDILA HOUSING ESTATE, GANDUN ALBASA",D,PLUS & HIGHER,GENERAL MEDICINE
5000011,NORTH WEST,KANO,KANO,BAREWA CLINICS& MATERNITY,11 ZARIA RD,D,PLUS & HIGHER,GENERAL MEDICINE
7000909,NORTH WEST,KANO,KANO,BEST CHOICE CLINICS & MATERNITY,PLOT 782/783 AMINU KANO WAY. TAL’UDU ROUND-ABOUT. NEAR SHEIKH BASHIR EL-RAYYA COLLEGE KANO CITY,E,PLUS MINI,GENERAL MEDICINE
90128551,NORTH WEST,KANO,KANO,DIVINE GRACE SPECIALIST HOSPITAL LTD,KHALID HALADU SANI STREET SHAGO TARA JABA OFF AIRPORT ROAD KANO,D,PLUS & HIGHER,GENERAL MEDICINE
90128280,NORTH WEST,KANO,KANO,EPIC CLINIC,NO 120 5TH STREET SHAGARI QUARTERS OFF ZOO ROAD KANO,D,PLUS & HIGHER,GENERAL MEDICINE
5000018,NORTH WEST,KANO,KANO,EXCELLENCE CLINIC & MATERNITY,"49A SARKIN YAKI NOMAN'S LAND, KANO.",D,PLUS & HIGHER,GENERAL MEDICINE
90128917,NORTH WEST,KANO,KUMBOTSO,FATIMA BINT SPECIALIST HOSPITAL,1394 NAIBAWA TITIN DAN HASSAN STREET,E,PLUS MINI,GENERAL MEDICINE
90129070,NORTH WEST,KANO,KUMBOTSO,FIRST CHOICE SPECIALIST HOSPITAL,90 SABUWAR GANDU QTRS KUMBOSTO ZOO ROAD TUKUNTAWA STREET KUMBOTSO LOCAL GOVERNMEN,E,PLUS MINI,GENERAL MEDICINE
90128515,NORTH WEST,KANO,KANO,FIRST CLASS SPECIAL CLINIC MATERNITY,NO. 5 DORAYI KARAMA OPP SHEIKH JA’AFAR MOSQUE KANO,E,PLUS MINI,GENERAL MEDICINE
4000190,NORTH WEST,KANO,KANO,FIRST OPTICIANS CLINIC,NO 35 ZOO ROAD OPP NITEL CALL OFFICE,D,PLUS & HIGHER,OPTICAL
6800136,NORTH WEST,KANO,KANO,INTERNATIONAL CLINIC & HOSPITAL LTD,"40, NIGER STR/2A AIRPORT RD",C,PRO & HIGHER,GENERAL MEDICINE
7000538,NORTH WEST,KANO,KANO,IVORY CLINICS,550 AMINU KANO WAY,E,PLUS MINI,GENERAL MEDICINE
90128584,NORTH WEST,KANO,KANO,KANO HOSPITAL PHARMACY AND MEDICAL DIAGNOSTIC CENTRE,TUDUN WADA KABUGA SATTELITE EXTENSION KANO,D,PLUS & HIGHER,GENERAL MEDICINE
7000110,NORTH WEST,KANO,FAGGE,KHADIJAT MEMORIAL HOSPITAL - FAGGE,"20 KATSINA ROAD, OFF HALF CAMP ROAD.",E,PLUS MINI,GENERAL MEDICINE
90128284,NORTH WEST,KANO,FAGGE,MARIA VILLE SPECIALIST CLINIC AND MATERNITY,"DIVINE ESTATE, 2, JABA/PANISAU ROAD, KANO, KANO STATE.",D,PLUS & HIGHER,GENERAL MEDICINE
6500083,NORTH WEST,KANO,KANO,MEDICUS CLINICS AND DIANOSTIC CENTRE,NO. 46 MAGAJIN RUFA ROAD NASSARAWA KANO ,B,MAX & HIGHER,GENERAL MEDICINE
90128170,NORTH WEST,KANO,KANO,MGK HEALTHCARE,PLOT 53 KARKASARA ROAD BESIDE AKTH NEW WXIT GATE TARAUNI LGA,E,PLUS MINI,GENERAL MEDICINE
90128221,NORTH WEST,KANO,KANO,MOTHER OF GOOD COUNSEL HOSPITAL AND CLINIC,"257, IROKO AVENUE, NOMANSLAND, KANO, KANO STATE",D,PLUS & HIGHER,GENERAL MEDICINE
90128059,NORTH WEST,KANO,KANO,NEW GREENLAND SPECIALIST HOSPITAL,"49A SARKIN YAKI STREET, NOMANSLAND, SABONGARI",C,PRO & HIGHER,GENERAL MEDICINE
6800141,NORTH WEST,KANO,KANO,NIGERIAN AIRFORCE HOSPITAL KANO,465 NAF HOSPITAL KANO,D,PLUS & HIGHER,GENERAL MEDICINE
90128748,NORTH WEST,KANO,NASARAWA,NOL INTERNATIONAL AND DIAGNOSTICS HOSPITAL,NO 1A SULTAN ROAD NASSARAWA LGA,D,PLUS & HIGHER,GENERAL MEDICINE
36028005,NORTH WEST,KANO,KANO,NSIA KANO DIAGNOSTIC CENTRE,GYADI-GYADI AKTH ZARIA ROAD KANO,D,PLUS & HIGHER,DIAGNOSTICS
90128133,NORTH WEST,KANO,GYADI,PREMIER CLINICS,"8, 1ST AVENUE, OFF NEW COURT RD",B,MAX & HIGHER,GENERAL MEDICINE
90128125,NORTH WEST,KANO,GYADI,PRIMECARE SPECIALIST HOSPITAL ,"KWANAR-JABA BUS STOP, GWAGWARAWA, KANO, NIGERIA",D,PLUS & HIGHER,GENERAL MEDICINE
36028095,NORTH WEST,KANO,KANO,RAYSCAN DIAGNOSTICS CENTRE,"2 AUDU BAKO WAY, BEFORE 9 MOBILE OFFICE, KANO.",D,PLUS & HIGHER,DIAGNOSTICS
36028095,NORTH WEST,KANO,TARAUNI,RAYSCAN DIAGNOSTICS CENTRE,"PLOT 4 GYADI GYADI COURT ROAD, AMMASCO FILLING STATION ",D,PLUS & HIGHER,DIAGNOSTICS
90128035,NORTH WEST,KANO,KANO,RELIANCE CLINIC KANO    ,"237, TUNKUN MALIKI OFF ZOO ROAD KANO",C,PRO & HIGHER,GENERAL MEDICINE
90129206,NORTH WEST,KANO,TARAUNI,SILVERCREST GYNAECOLOGY CONSULTANTS,4 LAMIDO CRESCENT KANO ,B,MAX & HIGHER,GENERAL MEDICINE
10028025,NORTH WEST,KANO,TARAUNI,SPECIALIST SYNAPTIC PHYSIOT,AMINU KANO TEACHING HOSPITAL ROAD NEAR PHYSIOQUIP,D,PLUS & HIGHER,PHYSIOTHERAPY
,NORTH WEST,KANO,KANO,SPECVISION EYE CARE,"NO 1 BOMPAI ROAD, OPPOSITE DOMINO PIZZA/AA RANO FILLING STATION, KANO, KANO STREET",D,PLUS & HIGHER,OPTICAL
7000815,NORTH WEST,KANO,KANO,STANDARD SPECIALIST HOSPITAL,"NO 155 LAUTAI ROAD OPPOSITE GEMSTONE PRIVATE SCHOOL OFF WUDIL ROAD,TARAUNI,KANO",E,PLUS MINI,GENERAL MEDICINE
45028020,NORTH WEST,KANO,KANO,THE SMILE SHOP LTD,"8 AUDU BAKO WAY, NASSARAWA, KANO",D,PLUS & HIGHER,DENTAL
90128204,NORTH WEST,KANO,KANO,TOPCARE SPECIALIST HOSPITAL ,118 HADEJIA ROAD KANO CAPITAL INSURANCE,D,PLUS & HIGHER,GENERAL MEDICINE
90128655,NORTH WEST,KANO,FAGGE,TUNIK HOSPITAL LIMITED ,25 OKENE ROAD BEHIND NEW GENERATION CHURCH KANO,D,PLUS & HIGHER,GENERAL MEDICINE
90128168,NORTH WEST,KANO,KANO,UMC ZHAHIR HOSPITAL,"1C FORESTRY ROAD, DORAYI BABBA",B,MAX & HIGHER,GENERAL MEDICINE
85028026,NORTH WEST,KANO,KANO,UNION DIAGNOSTICS AND CLINICAL SERVICES PLC,"34/35, AIRPORT ROAD, OPP ECWA CHURCH, SABO-NGARI",D,PLUS & HIGHER,DIAGNOSTICS
85028026,NORTH WEST,KANO,KANO,UNION DIAGNOSTICS AND CLINICAL SERVICES PLC,"7, ZARIA ROAD, BY DAUGI ROUNDABOUT",D,PLUS & HIGHER,DIAGNOSTICS
90128362,NORTH WEST,KANO,KANO,UNIVERSAL SPECIALIST HOSPITAL,"ZOO RD, ALBASA, KANO",C,PRO & HIGHER,GENERAL MEDICINE
90128282,NORTH WEST,KANO,KANO,ZAKS CLINIC AND MATERNITY LTD,"KARKASARA WAY, UNGUWA UKU, KANO",C,PRO & HIGHER,GENERAL MEDICINE
90128738,NORTH WEST,KANO,FAGGE,ZOPUTA CLINIC AND MATERNITY,"KABBA STREET, KANO, NIGERIA",E,PLUS MINI,GENERAL MEDICINE
90128285,NORTH WEST,KATSINA,DAURA,263 NIGERIA AIR FORCE REFERENCE HOSPITAL,KANO-DAURA BORDER ROAD MADOBI DAURA,D,PLUS & HIGHER,GENERAL MEDICINE
6000029,NORTH WEST,KATSINA,KATSINA,ALHERI CLINIC,"LAWRENCE ONOJA ROAD, KOFAR KAURA",E,PLUS MINI,GENERAL MEDICINE
90128943,NORTH WEST,KATSINA,DAURA,BAWO CLINIC,MALLAMAWA QUARTERS DAURA,D,PLUS & HIGHER,GENERAL MEDICINE
90128892,NORTH WEST,KATSINA,DUTSIN MA,DUTSINMA MEDICAL CENTRE,"NO 2, SAFANA ROAD OPPOSITE FIRST BANK, DUTSINMA, KATSINA STATE.",D,PLUS & HIGHER,GENERAL MEDICINE
6800126,NORTH WEST,KATSINA,KATSINA,FEDERAL TEACHING HOSPITAL KATSINA,"MURTALA MOHAMMED WAY, JIBIA BYPASS, KATSINA",D,PLUS & HIGHER,GENERAL MEDICINE
40028091,NORTH WEST,KATSINA,KATSINA,KASTINA STATE EYE CLINIC,NO 280B TSOHUWAR KASUWA KOFAR GUGA ROAD KATSINA,D,PLUS & HIGHER,OPTICAL
90128163,NORTH WEST,KATSINA,KATSINA,KDARA SPECIALIST CLINIC LTD,"35, KURFI STREET KOFAR, KAURA LAYOUT, GIDAN DAWA",E,PLUS MINI,GENERAL MEDICINE
90128068,NORTH WEST,KATSINA,FUNTUA,KHADIJAH MEDICAL CENTRE,"53, KATSINA RD",D,PLUS & HIGHER,GENERAL MEDICINE
90129208,NORTH WEST,KATSINA,KATSINA,LUGGA CLINICS LIMITED,"GIDAN LUGGA, KOFAR MARUSA LOW COST ",D,PLUS & HIGHER,GENERAL MEDICINE
45028118,NORTH WEST,KATSINA,KATSINA,MARYAM DENTAL CARE UNIT,NO.35 HASSAN USMAN ROAD CLOSE TO SAHARA SUITE HOTEL,D,PLUS & HIGHER,DENTAL
5000050,NORTH WEST,KATSINA,KATSINA,NEW FUNTUA CLINIC LIMITED,"3 JABIRI LAYOUTS, OFF ZARIA ROAD, FUNTUA",D,PLUS & HIGHER,GENERAL MEDICINE
90129187,NORTH WEST,KATSINA,KATSINA,SPLENDID SPECIALIST CLINIC,"TURARE FILLING STATION, JIBIA ROAD, KATSINA",D,PLUS & HIGHER,GENERAL MEDICINE
90129077,NORTH WEST,KATSINA,KATSINA,THRONE HOSPITAL KATSINA,"126, YAHAYA MADAKI ROAD, KATSINA, KATSINA STATE",B,MAX & HIGHER,GENERAL MEDICINE
90128853,NORTH WEST,KEBBI,ARGUNGU,AL EMAN CLINIC AND MATERNITY HOME,"NO 19 GULMA ROAD ARGUNGU, KEBBI STATE",C,PRO & HIGHER,GENERAL MEDICINE
6800002,NORTH WEST,KEBBI,KEBBI,ASHMED SPECIALIST HOSPITAL - KEBBI BRANCH,"BADARIYA ALONG MOPOL BARRACKS ROAD, KEBBI.",D,PLUS & HIGHER,GENERAL MEDICINE
90128650,NORTH WEST,KEBBI,KEBBI,DAN ABUSON C & MATERNITY,OFF EMIR HARUNA ROAD BEHIND OASIS BAKERY BIRNIN KEBBI,D,PLUS & HIGHER,GENERAL MEDICINE
90128363,NORTH WEST,KEBBI,BIRNIN-KEBBI,EQUITY HOSPITAL,"PLOT 7 AND 8,ATIKU KIGO CLOSE, OFF ADAMU AUGIE STREET, GRA BIRNIN KEBBI",E,PLUS MINI,GENERAL MEDICINE
6800125,NORTH WEST,KEBBI,BIRNIN-KEBBI,FEDERAL MEDICAL CENTRE,GENERAL KIYASU BASHIR ROAD,D,PLUS & HIGHER,GENERAL MEDICINE
40028151,NORTH WEST,KEBBI,BIRNIN-KEBBI,GEMINI EYE CLINIC,"98 EMIR USMAN ROAD RAFIN-ATIKU, HALILU ABDUL STADIUM, BIRNIN KEBBI, KEBBI STATE",D,PLUS & HIGHER,OPTICAL
,NORTH WEST,KEBBI,BIRNIN-KEBBI,GENERAL HOSPITAL YAURI,"ALONG NEW KONTAGORA ROAD, YELWA-YAURI, KEBBI STATE.",D,PLUS & HIGHER,GENERAL MEDICINE
90128367,NORTH WEST,KEBBI,BIRNIN-KEBBI,GODIYA HOSPITAL,"BYE-PASS RD, OPP MAIN GARAGE, WASARAWA",D,PLUS & HIGHER,GENERAL MEDICINE
6800137,NORTH WEST,KEBBI,ZURU,MARTHA BAMAIYI GEN. HOSPITAL,ZURU,D,PLUS & HIGHER,GENERAL MEDICINE
,NORTH WEST,KEBBI,YAURI,NAKOWA HOSPITAL KEBBI,KONTAGORA ROAD YAURI ,D,PLUS & HIGHER,GENERAL MEDICINE
45028076,NORTH WEST,KEBBI,ARGUNGU,PADWO DENTALS,PADWO COMMUNITY SCHOOL OF HEALTH ARGUNGU CITY CAMPUS,D,PLUS & HIGHER,DENTAL
91228059,NORTH WEST,KEBBI,BIRNIN-KEBBI,ROYAL BALM EYE CLINIC,BEHIND PRESIDENTIAL LODGE,D,PLUS & HIGHER,OPTICAL
,NORTH WEST,KEBBI,YAURI,SALAMA CLINIC AND MATERNITY,,D,PLUS & HIGHER,GENERAL MEDICINE
90128369,NORTH WEST,KEBBI,BIRNIN-KEBBI,SALIMAH PRIVATE CLINIC ,"OPPOSITE KAMPALA BAKERY, RAFIN ATIKU, BIRNIN KEBBI",D,PLUS & HIGHER,GENERAL MEDICINE
7000765,NORTH CENTRAL,KOGI,LOKOJA,ALI OMEIZA HOSPITAL,"BEHIND MOBIL PETROL STATION, OFF OLD KABBA/OKENE RD",E,PLUS MINI,GENERAL MEDICINE
90129036,NORTH CENTRAL,KOGI,OKENE,AUDU OMEIZA HOSPITAL,"NATIONAL FILLING STATION CHECK POINT, CLOSE TO ORIENTAL HOTEL OKENE",D,PLUS & HIGHER,GENERAL MEDICINE
30028012,NORTH CENTRAL,KOGI,LOKOJA,BEACONHEALTH DIAGNOSTICS,"001, TOBY'S PLAZA, ADANKOLO JUNCTION, BESIDE FIDELITY BANK, ADANKOLO, LOKOJA",D,PLUS & HIGHER,DIAGNOSTICS
,NORTH CENTRAL,KOGI,ANKPA,BETHEL HOSPITAL,BABA MOHD STREET OPP OJOGOBI ROAD BEHIND GOVERNOR LODGE,D,PLUS & HIGHER,GENERAL MEDICINE
7000470,NORTH CENTRAL,KOGI,LOKOJA,CARECREST SPECIALIST HOSPITAL AND FERTILITY CENTRE,NO 1 AGBAJA CLOSE IBB WAY OPPOSITE NYSC SECRETARIAT,D,PLUS & HIGHER,GENERAL MEDICINE
90128370,NORTH CENTRAL,KOGI,LOKOJA,CAREWELL HEALTH SERVICES AND EYE CLINIC,NO 6 SALIU IBRAHIM ROAD OPPOSITE GOVERNMENT HOUSE LOKOJA KOGI STATE     ,D,PLUS & HIGHER,OPTICAL
90129282,NORTH CENTRAL,KOGI,AJAOKUTA,CONFIANZA SPECIALIST HOSPITAL,"LANE 8, UNITY COMMUNITY OFF PRIMARY SCHOOL ROAD BY KARIENAT WORKSHOP GANAJA",D,PLUS & HIGHER,GENERAL MEDICINE
90128496,NORTH CENTRAL,KOGI,LOKOJA,DANDARS SPECIALIST EYE CLINIC ,BESIDE LAFIA TOWNSHIP STADIUM,D,PLUS & HIGHER,GENERAL MEDICINE
40028107,NORTH CENTRAL,KOGI,LOKOJA,EYE AFRIK VISION CENTRE,SUITE G KRISTAL PLAZA LOKONGOMA PHASE 1,D,PLUS & HIGHER,OPTICAL
40028036,NORTH CENTRAL,KOGI,LOKOJA,EYEZ ALIVE CLINIC,"SUITE 12, GOSHEN PLAZA, BESIDE LOKOGOMA MARKET, PHASE 1, LOKOJA, KOGI STATE.",D,PLUS & HIGHER,OPTICAL
7000767,NORTH CENTRAL,KOGI,LOKOJA,HILLCREST HOSPITAL AND MATERNITY," BESIDE ENGLISH BAPTIST,GNAJAI ROAD LOKOJA",D,PLUS & HIGHER,GENERAL MEDICINE
90128597,NORTH CENTRAL,KOGI,IDAH,IMMANUEL CLINIC ,"NO. 12 AJAKA ROAD, IDAH KOGI STATE ",E,PLUS MINI,GENERAL MEDICINE
90128033,NORTH CENTRAL,KOGI,LOKOJA,JOSALU SPECIALIST HOSPITAL,"PLOT 1 & 2, MOUNT PATTI ROAD, GRA, LOKOJA",C,PRO & HIGHER,GENERAL MEDICINE
90128982,NORTH CENTRAL,KOGI,OKENE,LIBERTY CLINIC AND MATERNITY OKENE,"ORO LAYOUT OKENGWE, OKENE",D,PLUS & HIGHER,GENERAL MEDICINE
90129087,NORTH CENTRAL,KOGI,OBAJANA,LIFE PLUS GATE CLINIC AND MATERNITY KOGI,OBANS PALACE HOTEL OBAJANA KOGI,D,PLUS & HIGHER,GENERAL MEDICINE
90128371,NORTH CENTRAL,KOGI,LOKOJA,LIMESTONE MEDICAL CENTRE,"ILORIN-EGBE-LOKOJA RD, OBAJANA",D,PLUS & HIGHER,GENERAL MEDICINE
91228054,NORTH CENTRAL,KOGI,LOKOJA,MDR-LIGHTHOUSE MEDICAL EYE AND SPECIALIST LASER CENTER,NO1 FAREC ROAD OPP KOGI HOTELS G.R.A LOKOJA,C,PRO & HIGHER,OPTICAL
7000345,NORTH CENTRAL,KOGI,LOKOJA,NIGER HOSPITAL,"12B IBB ROAD, ADANKOLO, LOKOJA",E,PLUS MINI,GENERAL MEDICINE
40028021,NORTH CENTRAL,KOGI,LOKOJA,NIGER OPTICAL SERVICES,4A OLD OKENE ROAD,D,PLUS & HIGHER,OPTICAL
90128273,NORTH CENTRAL,KOGI,LOKOJA,ODOMA CLINIC AND MATERNITY ,IYOGBO LAYOUT IDAH NEAR FEDERAL POLYTECHNIC ,D,PLUS & HIGHER,GENERAL MEDICINE
91428001,NORTH CENTRAL,KOGI,LOKOJA,"OGAH'S EAR, NOSE AND THROAT SPECIALIST HOSPITAL","BLOCK 2, PLOT 2 OTOKITI/GANAJA BYPASS, MEME COMMUNITY, OPP. OTOKITI ESTATE, OFF BARRACKS ROAD, LOKOJA",E,PLUS MINI,GENERAL MEDICINE
,NORTH CENTRAL,KOGI,OKENE,OYIZA HOSPITAL OKENE,NO 5 ENYIDUDU STREET INOZIOMI OKENE,D,PLUS & HIGHER,GENERAL MEDICINE
5000060,NORTH CENTRAL,KOGI,LOKOJA,POLY HOSPITAL & MATERNITY HOME ,"4 JANET EKUNDAYO ROAD, G.R.A",E,PLUS MINI,GENERAL MEDICINE
90129071,NORTH CENTRAL,KOGI,OKENE,REFERENCE HOSPITAL OKENE,HOSPITAL ROAD GRA OKENE NEAR OHINOYI'S PALACE,D,PLUS & HIGHER,GENERAL MEDICINE
7000771,NORTH CENTRAL,KOGI,LOKOJA,REHOBOTH SPECIALIST HOSPITAL ,"BEHIND 2ND GATE OPP HARMONY SCHOOL PHASE II ESTATE LOKOGOMA, LOKOJA",E,PLUS MINI,GENERAL MEDICINE
90129068,NORTH CENTRAL,KOGI,LOKOJA,SHIFAAH HOSPITAL KOGI,"NIWA QUARTERS, ADANKOLO ROAD",E,PLUS MINI,GENERAL MEDICINE
90128680,NORTH CENTRAL,KOGI,LOKOJA,SOLUCIO CLINIC,ANKURI LAYOUT OPPOSITE PHASE 2 HOUSING ESTATE LOKONGOMA LOKOJA,D,PLUS & HIGHER,GENERAL MEDICINE
90128229,NORTH CENTRAL,KOGI,KABBA,ST. JOHN'S CATHOLIC HOSPITAL - KABBA,"OFF ST. MONICA'S COLLEGE, KABBA, KOGI STATE.",E,PLUS MINI,GENERAL MEDICINE
90128279,NORTH CENTRAL,KOGI,AJAOKUTA,TOWNSHIP HOSPITAL,P M B 210 KABBA KOGI,D,PLUS & HIGHER,GENERAL MEDICINE
5000081,NORTH CENTRAL,KOGI,OKENE,WELFARE CLINIC AND MATERNITY,"ANYOKE LAYOUT, HILLTOP GUEST HOUSE",D,PLUS & HIGHER,GENERAL MEDICINE
90128216,NORTH CENTRAL,KWARA,OFFA,ABIKE MEMORIAL CLINIC AND MATERNITY,"386, OLOFA WAY, OJA OBA, OFFA, KWARA STATE.",D,PLUS & HIGHER,GENERAL MEDICINE
4000177,NORTH CENTRAL,KWARA,ILORIN,ALLURE EYECARE,"GARIN-ALIMI ROUNDABOUT AREA, BESIDE SOLLAMPS FILLING STATION OFF AIRPORT ROAD, GARIN-ALIMI, ILORIN",C,PRO & HIGHER,OPTICAL
7000191,NORTH CENTRAL,KWARA,ILORIN,ANCHORMED HOSPITAL,"NIYI ANIYIKAYE STREET BESIDE OLOMU LEATHER WORKS, OPP. ROYAL SHEKINAH SUIT",C,PRO & HIGHER,GENERAL MEDICINE
45028066,NORTH CENTRAL,KWARA,ILORIN,AYOKA MEMORIAL DENTAL CLINIC ,"GROUND FLOOR, OPPOSITE HEPZIBAH PLAZA, AL AMIN PLAZA, FATE TANKE RD, ILORIN, KWARA",D,PLUS & HIGHER,DENTAL
90128459,NORTH CENTRAL,KWARA,ILORIN,BEACONHEALTH DIAGNOSTICS,"64 IBRAHIM TAIWO ROAD, TAIWO ISALE",D,PLUS & HIGHER,DIAGNOSTICS
90128460,NORTH CENTRAL,KWARA,OFFA,BEACONHEALTH DIAGNOSTICS,"32 OLOFA WAY, ADJACENT TOTAL FILLING STATION",D,PLUS & HIGHER,DIAGNOSTICS
